months_as_customer;age;policy_state;policy_csl;policy_deductable;policy_annual_premium;umbrella_limit;insured_sex;insured_education_level;insured_occupation;insured_hobbies;insured_relationship;capital-gains;capital-loss;incident_type;collision_type;incident_severity;authorities_contacted;incident_state;incident_city;incident_hour_of_the_day;number_of_vehicles_involved;property_damage;bodily_injuries;witnesses;police_report_available;total_claim_amount;injury_claim;property_claim;vehicle_claim;auto_make;auto_model;auto_year;fraud_reported
209;38;0.258;0.257;500;1355.08;0.0;0.234;0.264;0.169;0.109;0.293;58100;0;0.29;0.276;0.107;0.269;0.179;0.221;21;1;0.24;1;1;0.255;47300;4730;4730.0;37840;0.179;0.129;1;0
152;30;0.254;0.216;500;1448.54;0.0;0.234;0.261;0.297;0.276;0.27;58600;0;0.29;0.254;0.605;0.269;0.227;0.221;9;1;0.258;1;1;0.255;84590;7690;7690.0;69210;0.186;0.273;15;1
303;46;0.254;0.257;1000;709.14;0.0;0.26;0.224;0.237;0.093;0.205;0;0;0.27;0.312;0.107;0.269;0.221;0.221;3;3;0.24;1;0;0.255;54890;9980;4990.0;39920;0.186;0.15;9;0
461;61;0.258;0.257;2000;1402.75;0.0;0.26;0.261;0.368;0.193;0.205;0;0;0.27;0.312;0.107;0.209;0.221;0.261;10;3;0.24;2;1;0.229;72100;7210;14420.0;50470;0.164;0.119;9;0
145;37;0.258;0.262;2000;1434.27;0.0;0.234;0.234;0.282;0.195;0.24;0;-35900;0.29;0.312;0.605;0.318;0.227;0.289;13;1;0.24;2;3;0.255;55110;5010;10020.0;40080;0.179;0.29;13;0
166;37;0.254;0.262;500;1518.54;0.0;0.234;0.264;0.297;0.093;0.258;0;0;0.29;0.312;0.128;0.291;0.266;0.224;10;1;0.258;1;1;0.255;58300;10600;10600.0;37100;0.305;0.37;14;0
299;42;0.258;0.257;2000;1437.33;0.0;0.234;0.234;0.297;0.163;0.27;25000;0;0.29;0.312;0.107;0.318;0.294;0.261;13;1;0.258;1;3;0.255;70400;12800;12800.0;44800;0.277;0.05;15;0
91;30;0.227;0.262;2000;1316.63;7993219.794354623;0.234;0.224;0.237;0.109;0.24;43900;0;0.27;0.254;0.107;0.318;0.294;0.234;13;3;0.258;2;0;0.255;84500;13000;13000.0;58500;0.277;0.437;6;0
200;35;0.254;0.262;2000;1318.06;0.0;0.26;0.225;0.368;0.2;0.27;57300;-80600;0.085;0.089;0.066;0.066;0.227;0.248;13;1;0.24;0;3;0.229;6490;1180;1180.0;4130;0.279;0.285;13;0
413;55;0.254;0.257;2000;1268.79;0.0;0.26;0.264;0.169;0.826;0.21;0;-31000;0.29;0.276;0.128;0.291;0.179;0.234;15;1;0.24;2;2;0.255;98160;8180;16360.0;73620;0.25;0.325;4;1
446;61;0.254;0.216;1000;1037.32;0.0;0.234;0.225;0.282;0.224;0.27;0;-15700;0.27;0.312;0.107;0.209;0.309;0.248;1;3;0.24;2;1;0.255;80880;6740;13480.0;60660;0.179;0.13;10;0
147;37;0.254;0.262;1000;1306.78;0.0;0.26;0.264;0.212;0.2;0.293;0;0;0.29;0.276;0.128;0.291;0.294;0.234;22;1;0.24;1;0;0.255;81120;13520;20280.0;47320;0.186;0.143;20;0
134;32;0.258;0.257;1000;1000.06;0.0;0.234;0.264;0.302;0.265;0.27;0;0;0.29;0.254;0.128;0.318;0.221;0.261;17;1;0.24;1;0;0.255;82720;7520;15040.0;60160;0.304;0.27;1;0
362;55;0.258;0.257;1000;1097.99;0.0;0.234;0.261;0.169;0.265;0.24;44400;-71500;0.27;0.312;0.128;0.209;0.221;0.248;0;3;0.24;0;3;0.255;39690;0;0.0;39690;0.238;0.156;17;0
143;30;0.254;0.257;500;1392.39;5000000.0;0.234;0.225;0.368;0.116;0.24;0;-65700;0.29;0.312;0.107;0.269;0.294;0.224;16;1;0.24;2;0;0.229;54300;10860;5430.0;38010;0.186;0.273;5;0
190;35;0.254;0.262;500;1484.72;5000000.0;0.234;0.225;0.282;0.109;0.205;0;0;0.095;0.089;0.066;0.066;0.221;0.224;4;1;0.24;0;1;0.255;3840;640;320.0;2880;0.225;0.285;17;0
431;54;0.254;0.216;2000;1155.55;0.0;0.234;0.264;0.297;0.161;0.24;65700;0;0.27;0.312;0.605;0.209;0.221;0.248;4;3;0.24;2;0;0.255;62300;12460;6230.0;43610;0.164;0.119;8;0
88;25;0.254;0.262;1000;1194.0;0.0;0.234;0.261;0.204;0.163;0.205;0;0;0.29;0.312;0.605;0.291;0.294;0.221;6;1;0.258;1;2;0.229;66780;7420;7420.0;51940;0.305;0.25;2;1
441;55;0.254;0.262;500;1270.29;4000000.0;0.26;0.262;0.246;0.193;0.205;24000;-50500;0.095;0.089;0.107;0.066;0.227;0.289;4;1;0.24;0;0;0.255;6400;640;640.0;5120;0.255;0.363;13;0
186;37;0.258;0.262;2000;1628.0;0.0;0.234;0.261;0.169;0.193;0.24;0;0;0.29;0.312;0.128;0.291;0.221;0.248;22;1;0.258;1;2;0.229;55600;11120;5560.0;38920;0.164;0.24;6;0
297;48;0.254;0.262;1000;1464.73;3000000.0;0.26;0.264;0.368;0.109;0.293;54900;-36700;0.27;0.254;0.128;0.269;0.221;0.289;17;3;0.24;0;0;0.255;51480;5720;5720.0;40040;0.186;0.273;2;0
244;40;0.254;0.216;2000;1304.67;7000000.0;0.26;0.224;0.246;0.265;0.293;0;-45000;0.27;0.254;0.107;0.209;0.294;0.248;5;3;0.24;1;1;0.255;61490;5590;11180.0;44720;0.25;0.325;14;0
362;50;0.227;0.262;500;1198.34;4000000.0;0.26;0.234;0.276;0.29;0.27;53000;-72500;0.27;0.254;0.128;0.269;0.221;0.261;17;3;0.24;1;1;0.255;57060;6340;6340.0;44380;0.338;0.259;20;0
157;32;0.258;0.257;2000;617.11;0.0;0.26;0.262;0.169;0.266;0.293;0;-54100;0.27;0.276;0.605;0.318;0.227;0.261;14;3;0.24;1;2;0.255;50800;10160;5080.0;35560;0.338;0.259;2;1
288;45;0.227;0.257;1000;1046.71;0.0;0.26;0.224;0.169;0.276;0.205;0;0;0.27;0.312;0.605;0.269;0.309;0.248;4;3;0.24;2;1;0.255;48060;10680;5340.0;32040;0.338;0.38;6;0
165;37;0.227;0.257;1000;1137.03;0.0;0.26;0.234;0.282;0.265;0.24;0;0;0.27;0.276;0.128;0.209;0.227;0.261;23;3;0.24;2;2;0.229;51590;9380;9380.0;32830;0.304;0.344;0;0
64;30;0.227;0.262;2000;1681.01;0.0;0.26;0.261;0.222;0.265;0.21;0;-51100;0.095;0.089;0.107;0.066;0.294;0.224;16;1;0.24;2;1;0.255;4900;490;1470.0;2940;0.164;0.119;0;0
271;44;0.258;0.262;500;1340.71;0.0;0.234;0.225;0.282;0.265;0.293;0;0;0.29;0.312;0.107;0.318;0.294;0.224;16;1;0.24;2;2;0.255;76230;6930;13860.0;55440;0.279;0.273;18;1
137;30;0.227;0.262;500;1039.55;0.0;0.26;0.264;0.368;0.093;0.24;55600;-59700;0.27;0.276;0.107;0.318;0.179;0.261;4;3;0.24;2;1;0.255;74030;6730;13460.0;53840;0.276;0.375;10;0
13;21;0.254;0.257;1000;1556.31;0.0;0.26;0.234;0.212;0.109;0.258;0;-75000;0.27;0.254;0.128;0.209;0.221;0.248;19;3;0.258;2;0;0.229;94930;8630;8630.0;77670;0.19;0.083;1;0
189;36;0.258;0.262;2000;1388.58;0.0;0.234;0.264;0.169;0.176;0.21;0;-49400;0.27;0.254;0.605;0.209;0.179;0.224;17;3;0.24;1;3;0.229;79560;13260;13260.0;53040;0.305;0.25;6;0
15;34;0.254;0.262;2000;1586.41;0.0;0.234;0.225;0.276;0.2;0.293;33500;-58900;0.29;0.276;0.605;0.209;0.179;0.221;10;1;0.258;1;3;0.255;75570;6870;13740.0;54960;0.277;0.304;5;1
267;43;0.258;0.262;500;1300.68;0.0;0.26;0.264;0.169;0.195;0.24;49000;0;0.095;0.089;0.107;0.066;0.309;0.234;0;1;0.24;1;3;0.229;1920;480;0.0;1440;0.276;0.375;4;0
157;31;0.254;0.216;500;1257.83;7000000.0;0.26;0.225;0.302;0.266;0.21;40700;-41600;0.27;0.312;0.605;0.318;0.436;0.289;2;4;0.24;2;2;0.255;47700;4770;9540.0;33390;0.19;0.2;4;1
85;30;0.258;0.257;1000;796.35;0.0;0.234;0.264;0.297;0.2;0.21;72400;-77000;0.27;0.312;0.128;0.269;0.294;0.234;9;3;0.258;2;1;0.229;58960;5360;10720.0;42880;0.305;0.37;11;0
210;39;0.258;0.216;1000;984.45;0.0;0.26;0.234;0.246;0.228;0.24;0;0;0.085;0.089;0.107;0.066;0.309;0.224;4;1;0.258;1;2;0.255;7800;780;780.0;6240;0.25;0.325;18;0
105;28;0.258;0.262;500;1082.36;0.0;0.234;0.234;0.212;0.109;0.21;0;0;0.27;0.312;0.605;0.269;0.294;0.224;12;3;0.24;2;2;0.255;60500;12100;6050.0;42350;0.304;0.344;20;0
56;42;0.227;0.262;500;1339.39;0.0;0.234;0.234;0.169;0.826;0.258;0;0;0.29;0.312;0.128;0.318;0.221;0.261;13;1;0.24;1;2;0.229;61490;11180;11180.0;39130;0.277;0.304;17;0
73;30;0.258;0.257;500;803.36;0.0;0.234;0.225;0.222;0.266;0.205;0;0;0.27;0.312;0.128;0.318;0.179;0.242;15;3;0.24;0;0;0.229;57000;0;11400.0;45600;0.304;0.27;2;0
151;36;0.258;0.262;2000;870.63;0.0;0.234;0.264;0.169;0.093;0.21;94800;-58500;0.27;0.254;0.107;0.209;0.227;0.248;12;3;0.24;1;1;0.255;62920;11440;5720.0;45760;0.305;0.25;15;0
328;48;0.258;0.262;1000;1406.91;0.0;0.26;0.264;0.297;0.195;0.205;53300;0;0.29;0.254;0.605;0.209;0.294;0.261;5;1;0.258;1;2;0.229;71610;6510;13020.0;52080;0.225;0.285;11;1
79;26;0.227;0.257;500;1451.62;0.0;0.26;0.234;0.282;0.093;0.258;0;-55700;0.29;0.312;0.107;0.291;0.179;0.261;19;1;0.24;2;2;0.255;40000;8000;4000.0;28000;0.277;0.33;5;0
121;34;0.258;0.257;1000;936.61;0.0;0.234;0.264;0.246;0.161;0.27;52800;-32800;0.095;0.089;0.107;0.066;0.294;0.242;5;1;0.24;1;1;0.255;7280;1120;1120.0;5040;0.186;0.273;5;0
182;38;0.258;0.216;2000;1441.06;0.0;0.234;0.224;0.246;0.163;0.205;53800;-78300;0.29;0.254;0.128;0.209;0.221;0.224;18;1;0.24;2;3;0.229;89650;8150;16300.0;65200;0.25;0.325;10;0
321;44;0.227;0.216;2000;1344.56;6000000.0;0.26;0.234;0.237;0.23;0.205;0;-39100;0.085;0.089;0.066;0.209;0.221;0.234;7;1;0.24;1;2;0.255;4680;520;0.0;4160;0.19;0.222;16;0
296;46;0.258;0.257;1000;1141.35;7000000.0;0.26;0.224;0.297;0.195;0.258;0;0;0.29;0.276;0.605;0.291;0.221;0.234;18;1;0.24;0;2;0.255;54900;5490;5490.0;43920;0.338;0.38;2;0
261;45;0.227;0.262;1000;1254.18;0.0;0.234;0.264;0.212;0.093;0.293;0;-45100;0.29;0.312;0.107;0.269;0.294;0.261;16;1;0.258;0;1;0.255;62590;11380;11380.0;39830;0.279;0.285;12;0
194;41;0.227;0.262;500;1203.81;0.0;0.26;0.261;0.291;0.2;0.258;52500;-51300;0.27;0.312;0.107;0.209;0.179;0.242;17;3;0.24;0;2;0.255;95900;13700;20550.0;61650;0.225;0.185;16;0
85;27;0.227;0.216;2000;1174.14;0.0;0.26;0.262;0.169;0.116;0.24;50400;-61500;0.27;0.312;0.107;0.269;0.221;0.234;14;4;0.258;0;0;0.255;59070;10740;5370.0;42960;0.186;0.143;3;0
40;39;0.254;0.216;1000;1248.25;4000000.0;0.234;0.262;0.276;0.23;0.21;0;-33300;0.095;0.089;0.107;0.209;0.227;0.221;8;1;0.24;0;2;0.255;8760;1460;1460.0;5840;0.277;0.05;2;0
6;27;0.258;0.262;500;1075.71;0.0;0.234;0.225;0.212;0.116;0.24;0;-47400;0.085;0.089;0.066;0.209;0.179;0.261;7;1;0.24;0;1;0.229;3190;580;290.0;2320;0.225;0.185;0;0
61;23;0.227;0.257;500;1111.72;0.0;0.26;0.261;0.368;0.161;0.293;54600;0;0.29;0.254;0.605;0.269;0.266;0.224;6;1;0.24;1;2;0.255;41850;4650;4650.0;32550;0.238;0.156;18;0
163;33;0.254;0.257;500;1240.47;0.0;0.234;0.234;0.169;0.276;0.205;35300;0;0.27;0.312;0.128;0.269;0.309;0.234;11;3;0.258;1;1;0.255;77110;0;14020.0;63090;0.255;0.363;1;0
371;54;0.254;0.257;2000;1317.97;0.0;0.26;0.225;0.297;0.163;0.27;34700;-81000;0.27;0.276;0.605;0.291;0.294;0.261;18;3;0.24;1;2;0.255;32280;5380;5380.0;21520;0.305;0.285;5;1
398;55;0.258;0.262;2000;1305.26;0.0;0.26;0.264;0.302;0.224;0.27;66200;-49700;0.29;0.312;0.605;0.269;0.227;0.248;18;1;0.24;1;3;0.229;36740;3340;6680.0;26720;0.277;0.304;17;1
313;47;0.254;0.262;1000;1556.17;0.0;0.26;0.262;0.212;0.266;0.27;63900;-53300;0.29;0.276;0.605;0.291;0.294;0.248;20;1;0.258;1;3;0.255;40260;3660;7320.0;29280;0.19;0.222;19;1
254;41;0.227;0.262;2000;1241.04;0.0;0.234;0.224;0.222;0.29;0.21;0;0;0.29;0.276;0.107;0.209;0.221;0.224;16;1;0.24;2;2;0.229;100210;18220;18220.0;63770;0.304;0.344;1;0
204;40;0.258;0.262;2000;1767.02;0.0;0.26;0.261;0.237;0.23;0.205;0;-49300;0.29;0.312;0.128;0.291;0.294;0.289;7;1;0.258;1;1;0.255;46200;4200;8400.0;33600;0.304;0.344;18;0
96;26;0.258;0.262;2000;1509.04;0.0;0.234;0.234;0.212;0.161;0.205;10000;0;0.29;0.276;0.128;0.291;0.294;0.224;9;1;0.258;2;3;0.255;78320;7120;14240.0;56960;0.225;0.285;8;0
174;36;0.227;0.257;2000;1278.75;0.0;0.234;0.262;0.282;0.228;0.21;53200;-53800;0.27;0.312;0.128;0.291;0.221;0.224;21;3;0.24;2;2;0.255;65400;10900;10900.0;43600;0.25;0.325;3;0
419;53;0.227;0.216;2000;736.07;6000000.0;0.26;0.262;0.291;0.826;0.24;45700;0;0.27;0.254;0.107;0.209;0.294;0.234;17;4;0.24;0;0;0.229;62280;5190;10380.0;46710;0.238;0.285;3;0
107;31;0.227;0.257;2000;1018.73;5000000.0;0.26;0.234;0.204;0.3;0.21;20000;-82700;0.27;0.254;0.128;0.209;0.221;0.224;21;3;0.258;1;2;0.255;93730;14420;21630.0;57680;0.255;0.15;14;0
120;30;0.254;0.262;500;956.69;0.0;0.234;0.234;0.169;0.163;0.205;39600;-64300;0.29;0.276;0.107;0.318;0.221;0.248;20;1;0.24;1;1;0.229;87100;8710;8710.0;69680;0.225;0.285;15;0
246;44;0.258;0.257;1000;1397.0;0.0;0.26;0.225;0.237;0.266;0.258;0;0;0.29;0.312;0.107;0.318;0.221;0.289;6;1;0.24;1;0;0.255;61740;6860;6860.0;48020;0.19;0.222;18;0
410;54;0.227;0.257;2000;714.03;0.0;0.26;0.264;0.222;0.29;0.21;0;-17000;0.29;0.254;0.107;0.291;0.179;0.234;0;1;0.258;0;2;0.255;59520;9920;9920.0;39680;0.255;0.231;14;0
84;30;0.254;0.216;2000;1827.38;0.0;0.26;0.234;0.169;0.276;0.293;0;-15900;0.085;0.089;0.066;0.209;0.227;0.242;9;1;0.258;1;3;0.255;4620;420;840.0;3360;0.304;0.344;17;0
338;47;0.258;0.262;2000;1486.04;0.0;0.234;0.234;0.246;0.29;0.21;0;-56200;0.27;0.312;0.605;0.318;0.436;0.221;1;3;0.24;2;3;0.255;64100;12820;6410.0;44870;0.25;0.325;1;1
285;47;0.254;0.257;1000;1216.68;0.0;0.234;0.224;0.276;0.176;0.293;55100;0;0.085;0.089;0.066;0.209;0.294;0.261;8;1;0.24;1;1;0.255;2700;300;300.0;2100;0.305;0.37;2;0
434;57;0.258;0.216;2000;1422.95;0.0;0.26;0.261;0.291;0.161;0.205;0;0;0.27;0.312;0.605;0.318;0.294;0.261;15;3;0.24;1;3;0.255;66240;11040;11040.0;44160;0.179;0.29;12;0
93;32;0.258;0.262;2000;1624.82;0.0;0.26;0.264;0.368;0.176;0.24;65300;-65600;0.29;0.254;0.107;0.291;0.179;0.234;16;1;0.24;1;1;0.255;78120;17360;8680.0;52080;0.277;0.05;9;0
75;27;0.254;0.262;1000;1202.75;0.0;0.26;0.225;0.204;0.29;0.258;57900;-90100;0.27;0.276;0.107;0.209;0.294;0.221;23;3;0.24;0;2;0.229;79560;6630;13260.0;59670;0.279;0.273;12;0
166;38;0.227;0.257;2000;1588.55;0.0;0.26;0.264;0.222;0.2;0.24;59600;-32100;0.29;0.254;0.128;0.318;0.179;0.261;8;1;0.24;0;0;0.255;40320;5760;5760.0;28800;0.238;0.3;14;0
328;46;0.227;0.216;500;1314.6;0.0;0.234;0.264;0.212;0.193;0.258;24800;0;0.29;0.312;0.128;0.318;0.179;0.248;0;1;0.24;2;3;0.255;70290;12780;6390.0;51120;0.225;0.285;17;1
249;43;0.227;0.262;1000;1518.46;0.0;0.234;0.264;0.246;0.74;0.21;0;0;0.29;0.276;0.605;0.269;0.294;0.224;16;1;0.24;0;0;0.229;53500;5350;5350.0;42800;0.225;0.285;0;0
135;30;0.254;0.216;2000;1341.24;0.0;0.234;0.264;0.302;0.224;0.27;37100;-46500;0.27;0.312;0.107;0.291;0.179;0.224;18;3;0.24;0;1;0.255;32670;5940;2970.0;23760;0.255;0.231;12;0
255;41;0.227;0.216;2000;1167.3;4000000.0;0.26;0.225;0.169;0.29;0.293;0;0;0.29;0.254;0.107;0.269;0.294;0.248;22;1;0.24;2;0;0.255;69300;13860;13860.0;41580;0.279;0.273;15;0
290;45;0.258;0.216;2000;1215.36;0.0;0.26;0.234;0.282;0.266;0.21;54400;0;0.27;0.254;0.107;0.269;0.179;0.234;22;3;0.24;0;1;0.255;66200;6620;6620.0;52960;0.238;0.3;3;0
80;27;0.227;0.257;1000;1474.17;0.0;0.234;0.262;0.282;0.193;0.24;0;0;0.29;0.254;0.605;0.209;0.179;0.234;13;1;0.258;1;0;0.229;52800;10560;5280.0;36960;0.225;0.185;11;0
426;54;0.227;0.216;2000;1097.71;0.0;0.234;0.224;0.169;0.266;0.258;29600;-22300;0.29;0.254;0.107;0.209;0.294;0.242;13;1;0.258;2;3;0.255;100800;16800;16800.0;67200;0.25;0.162;18;0
126;31;0.258;0.262;1000;1328.26;0.0;0.26;0.224;0.276;0.193;0.258;42300;-45800;0.29;0.276;0.128;0.209;0.179;0.248;17;1;0.24;1;1;0.255;60840;13520;6760.0;40560;0.238;0.285;4;0
128;29;0.258;0.216;1000;1878.44;0.0;0.26;0.225;0.169;0.109;0.205;0;-76000;0.29;0.312;0.128;0.269;0.227;0.224;2;1;0.24;0;0;0.255;59070;5370;5370.0;48330;0.276;0.1;12;0
360;51;0.227;0.262;1000;1152.12;0.0;0.26;0.264;0.246;0.23;0.258;0;-62400;0.27;0.254;0.128;0.291;0.179;0.224;15;3;0.24;2;0;0.229;90480;15080;15080.0;60320;0.277;0.437;15;0
17;39;0.227;0.262;1000;840.95;0.0;0.234;0.261;0.169;0.23;0.24;32500;-80800;0.095;0.089;0.066;0.209;0.294;0.289;9;1;0.24;2;1;0.255;3440;430;430.0;2580;0.238;0.156;13;0
210;35;0.227;0.216;1000;1346.27;0.0;0.26;0.224;0.302;0.74;0.258;44900;-91400;0.29;0.276;0.128;0.291;0.179;0.289;11;1;0.24;0;2;0.255;58200;5820;5820.0;46560;0.277;0.304;2;0
61;26;0.258;0.257;2000;1188.28;6000000.0;0.234;0.261;0.302;0.224;0.27;0;-53800;0.27;0.312;0.605;0.269;0.227;0.248;16;2;0.258;1;0;0.255;53820;11960;5980.0;35880;0.305;0.37;0;1
168;32;0.254;0.257;1000;1059.52;0.0;0.26;0.264;0.222;0.091;0.21;0;-40600;0.27;0.254;0.605;0.318;0.227;0.248;13;2;0.24;1;1;0.255;57720;14430;9620.0;33670;0.225;0.2;8;0
27;28;0.258;0.216;1000;1074.47;0.0;0.26;0.264;0.222;0.091;0.27;0;0;0.095;0.089;0.066;0.209;0.179;0.224;4;1;0.24;2;0;0.255;3200;400;400.0;2400;0.164;0.24;3;0
415;52;0.254;0.262;1000;973.5;0.0;0.26;0.264;0.237;0.276;0.258;50400;0;0.27;0.312;0.128;0.209;0.179;0.289;15;2;0.258;1;3;0.229;51090;7860;7860.0;35370;0.186;0.273;12;0
62;28;0.227;0.257;1000;988.45;0.0;0.234;0.224;0.222;0.091;0.24;0;0;0.29;0.312;0.128;0.209;0.221;0.221;3;1;0.24;1;1;0.229;60200;6020;6020.0;48160;0.238;0.285;11;1
463;57;0.227;0.262;500;1063.67;0.0;0.26;0.224;0.169;0.116;0.27;0;0;0.29;0.276;0.107;0.209;0.221;0.242;14;1;0.24;2;0;0.229;59400;6600;6600.0;46200;0.25;0.162;20;0
31;32;0.227;0.257;2000;1263.48;4000000.0;0.234;0.261;0.169;0.23;0.27;46800;-87300;0.29;0.254;0.605;0.269;0.179;0.248;10;1;0.24;2;0;0.255;63600;5300;10600.0;47700;0.304;0.344;18;1
190;38;0.258;0.262;500;1246.03;0.0;0.26;0.261;0.297;0.163;0.24;61900;-50000;0.29;0.254;0.128;0.318;0.221;0.224;14;1;0.258;0;0;0.255;45100;9020;4510.0;31570;0.179;0.29;2;0
131;33;0.227;0.257;2000;1081.17;0.0;0.26;0.264;0.276;0.3;0.27;0;-65200;0.095;0.089;0.107;0.209;0.221;0.234;3;1;0.24;0;1;0.255;4900;490;490.0;3920;0.186;0.143;5;0
33;32;0.258;0.257;500;1402.78;5000000.0;0.234;0.264;0.169;0.265;0.205;70300;-50300;0.29;0.312;0.107;0.291;0.221;0.221;2;1;0.258;0;1;0.255;56070;6230;12460.0;37380;0.186;0.143;3;0
261;46;0.254;0.257;1000;870.55;0.0;0.26;0.264;0.212;0.091;0.24;0;-49400;0.29;0.312;0.107;0.318;0.294;0.242;19;1;0.24;0;3;0.255;80280;13380;13380.0;53520;0.276;0.375;2;0
128;31;0.227;0.257;500;1045.12;0.0;0.234;0.225;0.291;0.74;0.293;0;-28300;0.27;0.254;0.605;0.291;0.221;0.242;2;3;0.24;0;2;0.255;69930;0;15540.0;54390;0.305;0.25;2;1
371;51;0.254;0.216;1000;1532.47;0.0;0.234;0.234;0.282;0.109;0.293;60300;-24700;0.29;0.312;0.605;0.269;0.221;0.289;7;1;0.258;0;3;0.229;75400;7540;15080.0;52780;0.25;0.325;3;1
140;30;0.227;0.257;500;1354.2;0.0;0.234;0.262;0.169;0.161;0.27;100500;0;0.27;0.254;0.107;0.318;0.294;0.261;4;4;0.24;0;0;0.255;60170;5470;10940.0;43760;0.179;0.129;9;0
284;48;0.254;0.216;2000;769.95;0.0;0.26;0.224;0.212;0.163;0.258;0;-44200;0.27;0.254;0.605;0.291;0.221;0.248;16;2;0.24;2;3;0.255;60940;5540;11080.0;44320;0.304;0.27;2;1
198;36;0.254;0.262;1000;1096.39;0.0;0.26;0.225;0.246;0.093;0.21;0;0;0.27;0.312;0.128;0.269;0.294;0.242;11;3;0.24;1;3;0.229;49410;5490;5490.0;38430;0.304;0.27;0;0
102;32;0.258;0.257;500;1537.07;3000000.0;0.26;0.261;0.282;0.826;0.27;0;0;0.29;0.254;0.128;0.318;0.436;0.234;11;1;0.24;1;0;0.255;47400;9480;4740.0;33180;0.276;0.409;11;1
247;44;0.258;0.262;2000;1101.51;0.0;0.234;0.262;0.302;0.091;0.258;64000;0;0.27;0.276;0.107;0.269;0.221;0.224;22;3;0.24;2;2;0.255;69480;11580;11580.0;46320;0.276;0.375;7;0
239;40;0.254;0.257;500;1463.95;0.0;0.234;0.261;0.276;0.224;0.21;0;0;0.27;0.312;0.128;0.209;0.309;0.242;20;3;0.24;0;0;0.229;69740;6340;6340.0;57060;0.25;0.162;12;0
4;29;0.227;0.262;500;1381.88;5000000.0;0.26;0.225;0.282;0.193;0.293;0;-77800;0.085;0.089;0.066;0.209;0.294;0.248;4;1;0.24;0;2;0.255;4200;840;420.0;2940;0.164;0.119;7;0
103;27;0.254;0.257;1000;1537.33;0.0;0.234;0.262;0.204;0.29;0.205;0;-74800;0.27;0.276;0.107;0.209;0.221;0.242;11;3;0.258;1;1;0.255;77700;7770;15540.0;54390;0.164;0.119;7;0
421;56;0.254;0.257;500;1935.85;4000000.0;0.26;0.224;0.237;0.266;0.21;49500;-81100;0.29;0.312;0.605;0.291;0.221;0.248;7;1;0.24;2;3;0.255;92730;16860;8430.0;67440;0.338;0.259;11;1
156;37;0.258;0.257;500;1080.13;0.0;0.26;0.234;0.222;0.266;0.293;0;-61000;0.27;0.312;0.605;0.291;0.266;0.242;15;3;0.258;0;3;0.255;41490;4610;4610.0;32270;0.179;0.129;14;0
293;45;0.227;0.257;1000;1119.23;0.0;0.234;0.264;0.368;0.193;0.24;51500;0;0.27;0.276;0.128;0.269;0.179;0.234;13;3;0.24;1;1;0.255;51210;11380;5690.0;34140;0.164;0.119;0;0
112;32;0.258;0.216;1000;1238.92;0.0;0.26;0.234;0.169;0.265;0.293;57800;-53700;0.095;0.089;0.066;0.066;0.221;0.289;4;1;0.24;0;2;0.255;5060;460;920.0;3680;0.255;0.15;3;0
67;29;0.227;0.262;1000;1861.43;0.0;0.26;0.225;0.169;0.276;0.205;60400;-67800;0.29;0.312;0.605;0.318;0.294;0.261;16;1;0.24;0;3;0.229;63800;6380;6380.0;51040;0.225;0.285;17;1
218;43;0.227;0.262;500;1521.55;0.0;0.234;0.234;0.169;0.276;0.293;61100;-64500;0.29;0.312;0.605;0.269;0.294;0.248;18;1;0.24;1;3;0.229;68200;13640;6820.0;47740;0.25;0.325;12;1
280;41;0.258;0.216;2000;1140.31;0.0;0.26;0.264;0.169;0.193;0.205;29300;-64700;0.27;0.312;0.107;0.209;0.179;0.289;10;3;0.24;0;3;0.229;53020;9640;9640.0;33740;0.186;0.15;16;0
208;41;0.254;0.257;1000;1134.68;0.0;0.234;0.262;0.282;0.826;0.205;0;0;0.29;0.312;0.605;0.291;0.294;0.234;18;1;0.24;2;2;0.255;69300;6930;13860.0;48510;0.279;0.285;19;0
290;48;0.227;0.262;500;1161.03;5000000.0;0.26;0.234;0.169;0.2;0.258;45300;0;0.27;0.254;0.107;0.269;0.227;0.221;20;2;0.24;1;1;0.255;41520;5190;5190.0;31140;0.179;0.13;1;0
69;26;0.227;0.257;2000;924.72;0.0;0.234;0.225;0.237;0.265;0.24;0;0;0.29;0.276;0.107;0.269;0.221;0.261;14;1;0.24;2;2;0.255;63120;5260;10520.0;47340;0.304;0.344;7;0
123;29;0.254;0.262;500;1209.63;0.0;0.234;0.224;0.237;0.826;0.258;64800;-44200;0.29;0.312;0.107;0.291;0.309;0.289;17;1;0.258;1;0;0.229;73260;16280;0.0;56980;0.279;0.285;1;1
156;37;0.258;0.216;1000;1086.48;6000000.0;0.26;0.234;0.237;0.23;0.24;0;-53800;0.27;0.312;0.128;0.318;0.221;0.221;17;3;0.24;1;1;0.229;77440;14080;7040.0;56320;0.238;0.156;16;0
427;60;0.254;0.257;1000;1178.61;7000000.0;0.26;0.264;0.297;0.29;0.21;0;-54400;0.29;0.254;0.605;0.291;0.221;0.242;23;1;0.258;1;2;0.229;90860;12980;19470.0;58410;0.279;0.285;11;1
160;36;0.258;0.257;1000;1118.58;0.0;0.234;0.225;0.212;0.29;0.205;0;-36600;0.27;0.312;0.128;0.269;0.221;0.261;5;3;0.24;2;1;0.255;51700;5170;10340.0;36190;0.225;0.185;12;0
